Temma3,طماع,طماع,Avide,greedy
Mezian,مزيان,جيد,bien,good
me7rou9,محروق,محروق,Brûlé,burnt
Meherres,مهرس,مكسر,Cassé,Broken
Meshehour,مشهور,مشهور,Célèbre,Popular
Met2akked,متأكد,متأكد,Certain,Certain
s5oun,سخون,ساخن,Chaud,Hot
Ghali,غالي,غالي,Cher,Expensive
3ziz,عزيز,عزيز,Cher (valeur affective),Dear (emotional value)
Mferkes,مفركس,انيق,Chic,Chic
Wade7,واضح,واضح,Clair,Clear
m3e9ed,مْعْقّدْ,مْعْقّدْ,"Complexé, compliqué","Complex, complicated"
Mori7,مريح,مريح,Confortable,Comfortable
Me3rouf,معروف,معروف,Connu,Known
9asir,قصير,قصير,Court,Short
Tayeb,طايب,مطهي,Cuit,Cooked
Khatir,خطير,خطير,Dangereux,Dangerous
Fate7,فاتح,فاتح,De couleur claire,Light in color
ghame9,غامق,غامق,De couleur foncée,Dark color
Bnine,بنين,طيب,Délicieux,Delicious
Mrewwen,مرون,قوضوي,Désordonné,Messy
Wa3er,واعر,رائع,Difficile,Difficult
3ali,عالي,عالي,Elevé,Student
Me7sad,محساد,حسود,Envieux,Envious
7ar,حار,حار ,Épicé,Spice
jerreb,جرب,جرب,"Étourdi, pris de vertige","Stunned, dizzy"
mdye9,مضيق,ضيق,Étroit,Narrow
Sahel,ساهل,سهل,Facile,Easy
Daser,ضاسر,زعيم,Farfadet,Leprechaun
3iyyan,عيان,تعب,Fatigué,Tired
Mesdoud,مسدود,مقفل,Fermé,Closed
7me9,حمق,حمق,Fou,Crazy
Bared,بارد,بارد,Froid,Cold
Me3esseb,معصب,متعصب,Furieux,Mad
s5i,سخي,سخي,Généreux,Generous
Drif,ضريف,ضريف,Gentil,Kind
Kbir,كبير,كبير,Grand,great
Ghelid,غليض,غليض,gros,large
msetti,مسطي,احمق,Habile,clever
Fer7an,فرحان,فرح,Heureux,Happy
Mohim,مهم,مهم,Important,Important
Bari2,بريء,بريء,Innocent,Innocent
Dki,دكي,دكي,Intelligent,Clever
Meghyar,مغيار,غيور,Jaloux,Jealous
Zwin,زوين,جميل,Joli,Pretty
3erid,عريض,عريض,Large,Large
Khfif,خفيف,خفيف,Léger,Lightweight
B3id,بعيد,بعيد,Loin,Far
Twil,طويل,طويل,long,long
t9il,تقيل,تقيل,Lourd,Heavy
r9i9,رقيق,رقيق,Maigre,Skinny
Mrid,مريض,مريض,Malade,Sick
9bi7,قبيح,قبيح,Mauvais,Bad
M5ellet,مخلط,مختلط,Mélangé,Mixed
Khayeb,خايب,قبيح,Moche,Ugly
3esri,عصري,عصري,Moderne,Modern
Rteb,رطب,رطب,Mou,Soft
Fazeg,فازڭ,مبلل,Mouillé,Wet
Metwesset,متوسط,متوسط,Moyen,Way
Zizoun,زيزون,ابكم,Muet,Mute
Tabi3i,طبيعي,طبيعي,Naturel,Natural
Darouri,ضروري,ضروري,Nécessaire,Necessary
Ktir,كتير,كتير,Nombreux,Numerous
3adi,عادي,عادي,Normal,Normal
Jedid,جديد,جديد,nouveau,new
Mesheghoul,مشغول,مشغول,Occupé,Busy
Me7loul,محلول,مفتوح,Ouvert,Open
Sghir,صغير,صغير,Petit,Small
9lil,قليل,قليل,Peu,Little
r5iss,رخيص,رخيص,Peu cher,Cheap
M2eddeb,مؤدب,مؤدب,Poli,Polished
She3bi,شعبي,شعبي,Populaire,Popular
9rib,قريب,قريب,Proche,Close
n9i,نقي,نقي,Propre,Clean
5anez,خانز,كريه,Puant,Stinking
7resh,حرش,احرش,Rêche,Rough
3amer,عامر,مملوء,Rempli,Filled
Mo7taram,محترم,محترم,Respectable,Respectable
faye9,فايق,مستيقظ,Réveillé,Wake up
Mdewwer,مدور,مدور,Rond,Round
Mossekh,موسخ,متسخ,Sale,Dirty
Male7,مالح,مالح,Salé,Dirty
Nashef,ناشف,جاف,Sec,Dry
7essas,حساس,حساس,Sensible,Sensitive
Saket,ساكت,صامت,Silencieux,Quiet
9ase7,قاصح,قاسي,Solide,Solid
Wase3,واسع,متسع,large,large
mkelle5,مكلخ,بليد,Stupide,Dumb
7lo,حلو,حلو,Sucré,Sugar
M3ettel,معطل,متأخر,tardif,late
Dafi,دافي,دافئ,Tiède,Lukewarm
7achoumi,حشومي,خجول,Timide,Shy
beldi,بلدي,تقليدي   ,Traditionnel,Traditional
Madi,ماضي,حاد,Tranchant,sharp
m9elle9,مقلق,غاضب,Triste,Sad
Khawi,خاوي,فارغ,Vide,Empty
t9lidi,تقليدي   ,تقليدي   ,ancien,former
sbitar,صبيطار,مستشفا,hopital,hospital
pikala,بيكالة,دراجة,velo,bike
tomobil,طوموبيل,سيارة,voiture,car
pici,بيسي,كمبيوتر,ordinateur,computer
boula,بولة,مصباح,ampoule,bulb
9ach 9ach ,قاشقاش,غميضة, cache cache,cache cache
3attach ,عطاش,عامل, homme travaillant à la tâche,man working on the task
arre,اري,موقف,arret,stop
Atansiou,اطانسيو,احدر,attention,Warning
Babor,بابور,باخرة,bateau,boat
Baguitta,باكيطا,خبز,pain,bread
Bakiya,باكية,علبة,boite,box
Balcone,بالكون,شرفة,balcon,balcony
Baliza,باليزا,حقيبة,valise,suitcase
Ballone,بالون,كرة,balon,balon
Batroune ,باطرون,رئيس,patron,boss
bermassioun ,برمسبون,ادن,permission,permission
Befane,بيفان,مكبر صوت,haut parleur,loud speaker
Bikoup,بيكوب,عربة,pickup,pickup
Barwita,برويطة ,عربة,brouette,wheelbarrow
Baspour,باسبور,جواز سفر,passeport,passport
Bataillou,باطايو,محارب,bataillant,battling
Batema,باطيمة,شقة,appartement,apartment
Banka,بانكا,بنك,banque,bank
Barabole,بارابول,صحن,parabole,parable
Barbrise,باربرز,زجاج,pare brise,windshield
Bariziana,باريزيانا,خبز,pain,bread
Bart9iz,بارطقيز,برتغال, Portugais,Portuguese
Birou,بيرو,مكتب,bureau,office
Biassa,بياسا,قطعة,piece,room
fabor,فابور,مجان,gratuit,free
Bichklita,بيشكليطة,دراجة,bicyclette,bicycle
Bidou,بيدو,قنينة,bidon,can
Bijama,بيجاما,ملابس نوم,"pyjama,","pajamas,"
Bijou,بيجو,مجوهرات,bijoux,jewelry
Birra,بيرا,بيرة,bierre,beer
Bit,بيت,غرفة,chambre,bedroom
Bitagaz,بيطاغاز,فنينة غاز,butagaz,butagaz
blacar,بلاكار,خزانة,placard,cupboard
Blaka,بلاكا ,لافتة,plaque,plate
Blassa,بلاصة,مكان,place,square
Blindi,بلاندي,قوي,blindé,armored
Blombi,بلومبي,سمكري,plombier,plumber
Blousa,بلوزا ,سترة,blouson,jacket
Blouza,بلوزا ,سترة,blouson,jacket
bogoss,بوكوص,جميل,beau gosse,handsome kid
Boita,بواطة,علبة,boitier,housing
Bombiya,بومبيا,اطفاء,pompier,firefighter
bonokasio,بونوكازيو,مستعمل,bon occasion,good opportunity
Botona,بوطونة,زر,bouton,button
Boudra,بودرة,بودرة,poudre,powder
Boussa,بوسة,قبلة,bisou,kiss
Bouftik,بوفتيك,مشوي,bifteck,steak
Boulice,بوليس,شرفة,police,police
Boulissi,بوليسي,شرطي,policier,police officer
Boune,بون,ايصال,recipissé,receipt
Brossi,بروصي,غرامة,procès,trial
Braki,براكي,انعرج,virage,turn
Branchi,برانشي,توصيل,brancher,connect
Bricoule,بريكول,عمل,bricole,tinker
Brize,بريز,مقبس,prise,taking
Broblime,بروبليم,مشكل,probleme,problem
Cabrane,كابران,رئيس,patron,boss
Cader,كادر,اطار,cadre,frame
Canappi,كانابي,اريكة,canappé,Canappe
Carabila,كارابيلا,بندقية,carabine,carbine
carda,كاردا,بطافة,carte,map
Carni,كارني,دفتر,carnet,notebook
Cartonna,كارطونة,علبة,carton,cardboard
caske,كاسك,خودة,casque,helmet
Cassecrotte,كاسكروط,شطيرة,sandwich,sandwich
Casserona,كاسرونة,مقلاة,casserole,pan
Cassetat,كاسيطات,اسطوانة,cassettes,tapes
Certafika,سرتافيكا,شهادة,certificat,certificate
champpane,شامبان,شامبو,shampoo,shampoo
Chanteyyo,شانتيو,عينة,echantillon,sample
charjane,شارجان,رئيس,chargé,charge
Chauffage,شوفاج,تسخين,chauffage,heater
coiffoura,كوافورا,حلاقة,coiffeuse,dressing table
Cidi,سيدي,اسطوانة,cd,CD
cima,سيما,اسمنت,ciment,cement
Chifor,شيفور,سائق,chauffeur,driver
Chik,شيك,انيق,chic,chic
Chiniwi,شينوي,صيني,chinois,Chinese
Chklat,شكلاط,شوكولاتة,chocolat,chocolate
Chlada,شلاضة,سلطة,salade,salad
Chofo,شوفو,انظروا,regarder,watch
Tirran,تيران,ملعب,terrain,ground
Titsuit,تيتسويت,بسرعة,tout de suite,right now
Tkonnecta,تكونكطا,اتصل,connecter,log on
Tobiss,طوبيس,حافلة,bus,bus
Tola,طولة,طول,longueur,length
Tolanti,طولانطي,دكي,intelligent,clever
Tonobile,طونوبيل,سيارة,automobile,automotive
torizatio,طوريزاسيو,ادن,autorisation,authorization
touni,توني,قميص,tenue,outfit
Traboblik,طرابوبليك,اشغال,travaux publiques,public Works
trakss,طراكس,الية,trax,trax
Trane,تران,قطار,train,train
Zmagri,زماكري,مهاجر,immigré,immigrant
Zmagria,زماكريا,مهاجرة,immigrée,immigrant
Tricinti,نريسينتي,كهربائي,electricien,electrician
Triciyanne,تريسيان,كهربائي,electricienne,electrician
Trikou,تريكو,قميص,tricot,knitting
Trini,تريني,تدرب,s’entrainer,practice
wiskiyya,ويسكيا,خمر,whisky,whiskey
Xciri,كسيري,اسرع,accelere,accelerated
zina,زينة,جميلة,belle,beautiful
Conta,كونطا,محاسبة,comptabilité,Accountability
Contable,كونطابل,محاسب,Comptable,Accounting
Contrada,كونطرادا,اتفاق,Accord,Agreement
Contour,كونتور,عداد,compteur,counter
Controlour,كونطرولور,مراقب,Observateur,Observer
Corsa,كورسا,سباق,course,race
Costa,كوصطا,محضر,constat,finding
Coufitire,كوفيتير,مربا,Confiture,jam
Coulandere,كولاندير,هواء,Air,Air
Coumissire,كوميسير,شرطة,Police,Police
Coumissiyou,كوميسيو,فائدة,commission,commission
Counji,كونجي,عطلة,congé,leave
Cridi,كريدي,قرض,crédit,credit
Courda,كوردا,حبل,corde,rope
Courti,كورتي,وسيط,Intermédiaire,Intermediate
Cryone,كريون,قلم,Stylo,Pen
Couzina,كوزينا,مطبخ,Cuisine,Cooked
dipanaj,ديباناج,انقاد,dépannage,help
directour,ديريكتور,مدير,directeur,director
Dissire,ديسير,تحلية,dessert,dessert
ditay,ديطاي,تفصيل,détail,detail
Djine,دجين,جينز,Jeans,Jeans
Dossé,دوسي,ملف,dossier,folder
Douachche,دواش,استحمام,Douche,Shower
Doublvi,دوبلفي,جديد,Nouveau,New
elgaraj,الكراج,مراأب,Garages,garages
Douzyam mitta ,دوزياميطا,شوط ثاني,Mi-temps,Half time
digri,ديكري,درجة,Degré,Degree
darb,ديميردي,تقاتل,Se battre,To fight
Diffou,ديفو,مشكل,Problème,Problem
Digage,ديكاج,اخرج,Sortir,Exit
Fabor,فابور,مجاني,Gratuit,Free
Factoura,فاكتورة,فاتورة,Facture,Bill
Fakance,فاكانص,عطلة,Vacances,Holidays
Fakanssi,فاكانصي,سائح,Touriste,Tourist
Famila,فاميلا,عائلة,La famille,Family
Farchita,فرشيطا,شوكة,Fourchette,fork
Fargonite,فركونيط,سيارة,Voiture,Car
Farina,فرينة,دقيق,Attention,Warning
Farmaciyane,فرماصيان,صيدلية,Pharmacie,Pharmacy
Farmage,فرماج,جبن,fromage,cheese
Fasma,فاصمة,ضمادة,Bandage,Bandage
Fautouye,فوطوي,اريكة,canapé,sofa
Fayage,فاياج,حمولة,Charge,Charge
Feniyane,فنيان,كسول,Paresseux,Lazy
Fersada,فرصادا,واجهة,interface,interface
Fermli,فرملي,ممرض,Infirmièr,Male nurse
féria,فريا,فاشل,Échoué,Failed
Figoura,فيكورا,وجه,Visage,Face
Fijta,فيجطا,حفلة,Concert,Concert
Filage,فيلاج,قرية,Village,Town
Firma,فيرما,مزرعة,Ferme,Closed
Garanti,كارانطي,مضمون,Garanti,Guaranteed
Garçone,كارصون,ولد,garcon,boy
Garro,كارو,سيجارة,Cigarette,Cigarette
Garssone,كارصون,ولد,garcon,boy
Garssoniyya,كارصونيا,بنت,Fille,Girl
Gazouza,كازوزا,مشروب,Boire,To drink
Gharrafe,غراف,اناء,Pot,Pot
Godrone,كودرون,طريق,Route,Road
Gouma,كوما,ممحاة,Gomme,Rubber
Grissoune,كريسون,مرافق,assistant,assistant
Griyage,كرياج,سياج,Clôture,Fenced
Growa,كروا,حفارة,grue,crane
Gualizi,كاليزي,وثق,légaliser,legalize
guidoune,كيدون,مقود,guidon,handlebar
Guirra,كيرا,حرب,Guerre,War
Guitara,كيتارا,قيثارة,Guitare,Guitar
5izou,خيزو,جزر,carotte,carrot
bzaf,بزاف,كتير,beaucoup,a lot
tilifone,تلفون,هاتف,téléphone,phone
korsi,كرسي,كرسي,chaise,chair
berrad,براد,براد,thermos,thermos
atay,اتاي,شاي,thé,tea
valiza,فاليزا,حقيبة,valise,suitcase
srwal,سروال,سروال,pantalon,trousers
trikot,تريكو,قميص,tricot,knitting
tbe3,طبع,طبع,tamponner,stamp
7lem,حلم,حلم,réver,dream
dreb,ضرب,ضرب,frapper,hit
hreb,هرب,هرب,s’enfuit,runs away
l3eb,لعب,لعب,jouer,to play
3lem,علم,اعلم,informer,inform
ztem,زطم,زطم,détruit,destroy
mne3t,منعت,هرب,s’enfuit,runs away
chokran,شوكران,شكرا,merci,thank you
doz,دوز,مر,passe,past
7ok,حك,حك,frotter,scrub
dfen,دفن,دفن,enterrer,bury
gol,قول,قل,dit,said
kteb,كتب,كتب,écrit,written
chahada,شهادة,شهادة,attestation,certificate
hez,هز,حمل,porter,carry
5li,خلي,اترك,laisser,let
inspiriti,انسبيريتي,الهم,inspirer,Inspire
ba9i,باقي,لازال,reste,rest
7kem,حكم,حكم,juger,judge
saffa9,صفّق,,taper,clap
wadda7,وضح,,clarifier,clarify
naddaf,نقا,,nettoyer,clean
sarra7,سرح,,propre (tuyaux),clean (pipes)
5ana9,خنق,,sabot,clog
sadd,سد,,proche,close
ghammad,غمض,,ferme les yeux,close eyes
barrad,برد,,"froid, faire","cold, to make"
rab,راب,,effondrer,collapse
ja,جا,,viens,come
amer,أمر,,"commande, commande à quelqu'un","command, order someone"
3alla9,علق,,commentaire,comment
9arn,قارن,,comparer,compare
tcheka men,تشكا من,,se plaindre de,complain about
tcheka 3la,تشكا علا,,se plaindre à,complain to
kemmel,كمل,,Achevée,complete
rekkez,ركز,,concentrer,concentrate
hemm,هم,,préoccupation,concern
htem,هتم ب,,"concerné par, être","concerned with, to be"
3taref,عترف,,avouer,confess
7ayyer,حير,,embrouiller,confuse
7ar,حار,,"confus, être","confused, to be"
henne2,هنأs,,féliciter,congratulate
serref,صرف,,conjuguer,conjugate
rbet,ربط,,relier,connect
tchawr ,تشاور,,consulter avec,consult (with)
tasel,تصل,,"contacter, communiquer (appeler au téléphone)","contact, communicate (call on phone)"
rda,رضا,,"content avec, être","content with, to be"
stamer,ستمر,,Continuez,continue
tabe3,تابع,,poursuivre les études,continue studies
sahem,ساهم,,contribuer,contribute
t7ekkem,تحكم,,contrôle,control
sellem,سلم,,convertir à l'islam,convert to Islam
tayyeb,طيب,,cuisinier,cook
t3awn,تعاون,,coopérer avec,cooperate with
sellek,سلك,,chape,cope
n9el,نقل,,copie (à la main),copy (by hand)
nsekh,نسخ,,copie (photocopie),copy (photocopy)
se7e7,صحح,,correct,correct
siwa,سوا,,Coût,cost
k7ob,كحب,,la toux,cough
7asab,حسب,,compter,count
5cha,خشا,,fourrer dans,cram into
7me9,حمق,,"fou, être","crazy, to be"
7emme9,حمق,,"fou, faire","crazy, to make"
5le9,خلق,,créer (action de Dieu),create (God's action)
9te3,قطع,,Carrefour),cross (road)
le9em,لقّم,,croiser,cross-breed
bka,بكا,,pleurer,cry
bekka,بكا,,"pleurer, faire","cry, to make"
dawa,داوا,guérir,cure
bra,برا,,"guéri, être","cured, to be"
fsel,فصل,,couper (un motif de tissu),cut (a pattern from cloth)
7sen,حسن,,couper les cheveux,cut hair
tjre7,تجرح,,"coupé ou blessé, être","cut or injured, to be"
9te3,قطع,,"couper, acheter un billet","cut, buy a ticket"
jre7,جرح,,"couper, blesser, blesser (peau)","cut, injure, wound (skin)"
5ser,خسر,,dommage,damage
fzeg,فزگ,,"humide, pour obtenir","damp, to get"
fezzeg,فزگ,,humidifier,dampen
chte7,شطح,,Danse,dance
semmek,صمك,,assourdir,deafen
t3aml m3a,تعامل معا,,traiter avec s.o.,deal with s.o.
9errer,قرر,,décider,decide
3len,علن,,déclarer,declare
n9es,نقص,,diminution,decrease
hda,هدا,,consacrer,dedicate
ghleb,غلب,,défaite,defeat
dafe3,دافع,,défendre,defend
t7edda,تحدا,,defier,defy
3ettel,عطل,,retard,delay
7errem,حرم,,priver,deprive
hbet,هبط,,descendre,descend
nzel,نزل,,"descendre, descendre","descend, get off"
wsef,وصف,,décrire,describe
sta7e9,ستحق,,mériter,deserve
5ettet,خطط,,conception,design
hdem,هدم,,détruire,destroy
tawer,طور,,développer,develop
mat,مات,,mourir,die
5talef,ختلف,,différer),differ (from)
tkerfes 3la,تكرفس علا,,"difficile pour s., faire","difficult for s.o., to make"
7fer,حفر,,creuser,dig
hdem,هضم,,digérer,digest
wejjeh,وجّه,,direct,direct
twse5,توسخ,,"sale, pour obtenir","dirty, to get"
wesse5,وسخ,,"sale, faire","dirty, to make"
ghab,غاب,,"disparaître, être absent","disappear, to be absent"
addeb,أدب,,la discipline,discipline
ktachef,كتشف,,découvrir,discover
na9ech,ناقش,,discuter,discuss
dweb,دوب,,dissoudre,dissolve
be3ed,بعد,,se distancer (de),distance oneself (from)
ferre9,فرق,,distribuer,distribute
9essem,قسم,,diviser,divide
tle9,طلق,,divorce,divorce
da5,داخ,,"étourdi, pour obtenir","dizzy, to get"
dwe5,دوخ,,"étourdi, faire","dizzy, to make"
rsem,رسم,,dessiner,draw
jbed,جبد,,dessiner (eau d'un puits),draw up (water from a well)
